훈련년도,훈련차수,훈련과정명,훈련과정명(영문),훈련시작일자,훈련종료일자,훈련가능인원수,훈련시간,훈련기관명,전화번호,주소,훈련내용
2023,9,자동차정비,CAR MAINTENANCE,2023-09-03,2023-11-12,28,60,쌍용직업전문학교,032-446-8607,인천시 미추홀구 석바위로 53번길 8,자동차 정비
2023,10,한국어자격취득과정,The Language Course of Korean,2023-09-03,2023-12-10,25,60,인천외국인노동자지원센터,032-431-4545,인천광역시 남동구 호구포로 220 명진프라자 12층,한국어자격취득과정(토픽3급)
2023,11,굴삭기운전,EXCAVATOR OPERATION,2023-10-22,2023-11-26,24,48,한국항만연수원 인천연수원,032-885-8011,인천광역시 중구 서해대로 393,굴삭기운전
2023,1,자동차정비1회차,CAR MAINTENANCE,2023-05-21,2023-07-23,27,60,그린직업전문학교,031-757-5004,경기도 광주시 염소골길 28-11 ,-자동차정비 이론(12h)-자동차 엔진정비(28h)-자동차 섀시정비(14h)-평가(2h)-귀국의식 함양교육(2h)-귀국관련 컨설팅(2h)
2023,2,중장비운전(지게차)-1회차,CAR MAINTENANCE,2023-05-28,2023-07-16,25,48,그린직업전문학교,031-797-5004,경기도 광주시 염소골길 28-11 ,중장비운전 지게차 1회차
2023,3,중장비운전(굴착기)-1회차,EXCAVATOR OPERATION,2023-06-04,2023-07-23,25,48,그린직업전문학교,031-797-5004,경기도 광주시 광암안로 277-1,중장비운전(굴착기)-1회차
2023,4,자동차정비2회차,CAR MAINTENANCE,2023-07-30,2023-10-08,27,60,그린직업전문학교,031-797-5004,경기도 광주시 염소골길 28-11 ,자동차정비 2회차
2023,5,중장비운전(지게차)-2회차,CAR MAINTENANCE,2023-08-06,2023-09-24,25,48,그린직업전문학교,031-797-5004,경기도 광주시 염소골길 28-11 ,
2023,6,중장비운전(굴착기)-2회차,EXCAVATOR OPERATION,2023-08-20,2023-10-15,25,48,그린직업전문학교,031-797-5004,경기도 광주시 염소골길 28-11 ,
2023,7,자동차정비-3회차,CAR MAINTENANCE,2023-10-15,2023-12-17,19,60,그린직업전문학교,031-797-5004,경기도 광주시 염소골길 28-11 ,자동차정비 3회차
2023,8,중장비운전(지게차)-3회차,CAR MAINTENANCE,2023-10-29,2023-12-17,19,48,그린직업전문학교,031-797-5004,경기도 광주시 염소골길 28-11 ,
2023,9,중장비운전(굴착기)-3회차,EXCAVATOR OPERATION,2023-10-29,2023-12-17,17,48,그린직업전문학교,031-797-5004,경기도 광주시 염소골길 28-11 ,
2023,1,한국어자격취득과정,The Language Course of Korean,2023-05-21,2023-08-27,35,60,김해외국인노동자지원센터,055-338-2727,경남 김해시 가락로 81 아이조이빌딩 6층,
2023,2,한국어자격취득과정,The Language Course of Korean,2023-05-21,2023-08-27,35,60,양산외국인노동자지원센터,055-912-0255,경남 양산시 연호로 28 2층,
2023,3,자동차정비_1회차_A반,CAR MAINTENANCE,2023-06-11,2023-07-30,35,48,그린자동차직업전문학교,051-303-7007,부산시 사상구 사상로 417번길 51,
2023,4,자동차정비_1회차_B반 ,CAR MAINTENANCE,2023-06-11,2023-07-30,35,48,그린자동차직업전문학교,051-303-7007,부산시 사상구 사상로 417번길 51,
2023,5,가스텅스텐아크용접_1회차,Welding,2023-06-18,2023-08-06,35,48,영진직업전문학교,055-338-9060,경상남도 김해시 김해대로 2400번길 88,
2023,6,CO2용접_1회차,Welding,2023-06-18,2023-08-06,35,48,영진직업전문학교,055-338-9060,경상남도 김해시 김해대로 2400번길 88,
2023,7,가스텅스텐아크용접,Welding,2023-07-23,2023-09-24,35,60,영진직업전문학교,055-338-9060,경남 김해시 김해대로 2400번길 88,
2023,8,자동차정비 1회차,CAR MAINTENANCE,2023-08-06,2023-10-08,35,60,그린자동차직업전문학교,051-303-7007,부산시 사상구 사상로 417번길 51,
2023,9,전기용접1회차 (A반),Welding,2023-08-20,2023-10-08,35,48,아성직업전문학교,055-321-4567,"경남 김해시 전하로 304번길 19, 중앙상가 301호",
2023,10,전기용접1회차 (B반),Welding,2023-08-20,2023-10-08,35,48,아성직업전문학교,055-321-4567,"경남 김해시 전하로 304번길 19, 중앙상가 301호",
2023,11,카페베이커리1회차,Baking,2023-08-27,2023-11-12,35,60,부산제과기술학원,051-803-3554,"부산시 부산진구 중앙대로 682, 4층",
2023,12,전기용접,Welding,2023-10-22,2023-12-03,35,60,아성직업전문학교,055-321-4567,경남 김해시 전하로 304번길 19 중앙상가 301호,
2023,1,한국어자격취득과정(TOPIK 3급) 1차,The Language Course of Korean,2023-03-12,2023-07-30,35,60,대구외국인노동자지원센터,053-654-9209,대구광역시 달성군 다사읍 달구벌대로 863 진광타워 8~9층,
2023,3,전기공사(전기실무 입문),Electricity,2023-05-28,2023-07-30,25,60,대구FKTU인적자원전문학교,053-475-9000,"대구광역시 달서구 조암로 13, DTL빌딩 5층",
2023,4,커피관리(커피바리스타 입문),BARISTA,2023-07-02,2023-08-20,23,60,대구FKTU인적자원전문학교,053-475-9000,"대구광역시 달서구 조암로 13, DTL빌딩 5층",
2023,6,지게차운전,Car Maintenance,2023-06-04,2023-07-23,35,48,영천제일중장비학원,054-338-3359,경북 영천시 주남1길 37,
2023,7,지게차운전(1차_A반),Car Maintenance,2023-06-11,2023-08-06,35,48,외동기술전문학원,054-743-6900,경북 경주시 외동읍 관문로 1095-6,
2023,8,지게차운전(1차_B반),Car Maintenance,2023-06-11,2023-08-06,35,48,외동기술전문학원,054-743-6900,경북 경주시 외동읍 관문로 1095-6,
2023,9,한국어자격취득과정(TOPIK 3급) 2차,The Language Course of Korean,2023-07-30,2023-12-17,35,60,대구외국인노동자지원센터,053-654-9209,대구광역시 달성군 다사읍 달구벌대로 863 진광타워 8~9층,
2023,10,굴착기 운전,EXCAVATOR OPERATION,2023-08-06,2023-09-24,35,48,영천제일중장비학원,054-338-8259,경북 영천시 주남1길 37,굴착기 운전
2023,11,지게차운전,Forklift Operation,2023-08-06,2023-09-24,37,60,한결직업전문학교,053-263-3311,대구 달성군 하빈면 하빈남로 504-3,지게차 운전
2023,12,지게차운전(2차_A반),Forklift Operation,2023-08-27,2023-11-05,35,48,외동기술전문학원,054-743-6900,경북 경주시 외동읍 관문로 1095-6,지게차 운전
2023,13,지게차운전(2차_B반),Forklift Operation,2023-08-27,2023-11-05,35,48,외동기술전문학원,054-743-6900,경북 경주시 외동읍 관문로 1095-6,지게차 운전
2023,14,지게차운전,Forklift Operation,2023-10-15,2023-11-19,25,48,한결직업전문학교,053-263-3311,대구광역시 달성군 하빈면 하빈남로 504-3,재직자훈련(지게차훈련)
2023,1,한국어 자격 취득 과정,The Language Course of Korean,2023-03-05,2023-06-11,30,60,창원외국인노동자지원센터,055-253-5273,경남 창원시 마산합포구 315대로 203 1층,한국어 자격 취득 과정
2023,2,자동차정비,CAR MAINTENANCE,2023-05-21,2023-07-09,30,60,경남자동차정비학원,055-299-7328,"경남 창원시 마산회원구 합성동4길 3 덕재상가 2,4,5층",자동차정비
2023,3,기계절삭가공,MACHINERY CUTTING AND MANUFACTURING,2023-05-28,2023-07-16,30,48,한독직업전문학교,055-267-7585,경남 창원시 성산구 마디미서로 26 한독빌딩 6층,기계절삭가공
2023,4,용접,Welding,2023-06-04,2023-07-09,30,48,거제배관특수용접학원,055-681-0636,경상남도 거제시 장승로 68,용접
2023,5,지게차운전,Forklift Operation,2023-06-04,2023-07-16,35,48,(주)경남제일중장비학원,055-298-9000,경남 함안군 여항면 진함로 1098-1,지게차운전
2023,6,한국어 자격 취득 과정,The Language Course of Korean,2023-06-18,2023-09-24,30,60,창원외국인노동자지원센터,055-253-5273,경남 창원시 마산합포구 315대로 203 1층,한국어 자격 취득 과정
2023,7,지게차,Forklift Operation,2023-07-16,2023-09-10,35,60,(주)경남제일중장비학원,055-298-9000,경남 함안군 여항면 진함로 1098-1,지게차 운전
2023,8,자동차정비,CAR MAINTENANCE,2023-08-20,2023-09-24,30,48,경남자동차정비학원,055-299-7328,"경남 창원시 마산회원구 합성동4길 3 덕재상가 2,4,5층",자동차정비
2023,9,지게차운전,Forklift Operation,2023-09-10,2023-10-29,35,48,(주)경남제일중장비학원,055-298-9000,경남 함안군 여항면 진함로 1098-1,지게차운전
2023,10,자동차정비,CAR MAINTENANCE,2023-10-15,2023-12-03,45,60,경남자동차정비학원,055-299-7328,"경남 창원시 마산회원구 합성동4길 3 덕재상가 2,4,5층",자동차정비
2023,11,지게차운전,Forklift Operation,2023-10-29,2023-12-10,40,48,(주)경남제일중장비학원,055-298-9000,경남 함안군 여항면 진함로 1098-1,지게차운전
2023,1,한국어자격취득과정,EPS TOPIC,2023-03-26,2023-06-18,25,60,광주외국인노동자지원센터,062-946-1199,광주광역시 광산구 풍영로 145번길 82,EPS TOPIC
2023,2,지게차운전,Forklift Operation,2023-06-11,2023-07-23,30,48,광주중장비학원,062-382-3330,광주광역시 광산구 하남지실길 46-2,
2023,3,굴착기운전,Excavator Operation,2023-08-06,2023-09-10,30,48,광주중장비학원,062-382-3330,광주광역시 광산구 손재로 45-16,
2023,4,한국어자격취득과정2,EPS TOPIC,2023-08-13,2023-11-05,26,60,광주외국인노동자지원센터,062-946-1199,광주광역시 광산구 풍영로 145번길 82,
2023,5,용접_전기,GMAW(Gas Metal Arc Welding),2023-08-20,2023-09-24,27,48,호남직업전문학교,062-605-8021,광주광역시 동구 무등로 339,
2023,6,용접_특수,GMAW(Gas Metal Arc Welding),2023-08-20,2023-09-24,27,48,호남직업전문학교,062-605-8021,광주광역시 동구 무등로 339,
2023,7,지게차운전,Forklift Operation,2023-09-03,2023-10-22,30,48,호남직업전문학교,062-605-8023,광주광역시 동구 무등로 339,
2023,8,제과제빵,Confectionery and baking,2023-09-03,2023-11-05,25,60,호남직업전문학교,062-605-8023,광주광역시 동구 무등로 339,
2023,9,용접,GMAW(Gas Metal Arc Welding),2023-10-29,2023-12-17,28,60,호남직업전문학교,062-605-8021,광주광역시 동구 무등로 339,
2023,10,지게차,Forklift Operation,2023-10-29,2023-12-17,25,60,호남직업전문학교,062-605-8021,광주광역시 동구 무등로 339,
2023,1,한국어자격취득과정 대전-1차,The Language Course of Korean,2023-05-27,2023-09-02,20,60,한국산업인력공단 대전지부,042-580-9162,대전광역시 중구 서문로25번길 1,
2023,2,전기설비과정 A반,Electricity,2023-06-04,2023-08-13,30,60,동천안희망직업전문학교,041-557-0064,천안시 동남구 대흥로 145,
2023,3,전기설비과정 B반,Electricity,2023-06-04,2023-08-13,30,60,동천안희망직업전문학교,041-557-0064,천안시 동남구 대흥로 145,
2023,4,한국어자격취득과정 천안-1차,The Language Course of Korean,2023-05-28,2023-09-10,20,60,하늘중앙교회교육원(이주미),041-411-7000,천안시 서북구 동서대로 17-17,
2023,5,TIG용접-파이프용접,Welding,2023-06-11,2023-07-30,35,48,천안월드용접전문기술학원,041-554-9550,"천안시 서북구 늘푸른길3길 37, 홍은빌딩 3층",
2023,6,한국어자격취득과정 천안-2차,The Language Course of Korean,2023-09-03,2023-11-05,50,60,동천안희망직업전문학교,041-557-0064,"천안시 서북구 늘푸른길3길 37, 홍은빌딩 3층",
2023,7,전기설비과정 A반,Electricity,2023-09-03,2023-11-05,30,48,동천안희망직업전문학교,041-557-0064,천안시 동남구 대흥로 145,
2023,8,전기설비과정 B반,Electricity,2023-09-03,2023-11-05,30,48,동천안희망직업전문학교,041-557-0064,천안시 동남구 대흥로 145,
2023,9,전기설비과정 C반,Electricity,2023-09-03,2023-11-05,30,48,동천안희망직업전문학교,041-557-0064,천안시 동남구 대흥로 145,
2023,10,TIG용접-파이프용접,Welding,2023-10-15,2023-12-17,40,60,월드용접전문기술학원,041-554-9550,"충남 천안시 서북구 늘푸른3길 37(두정동, 홍은빌딩) 3층",
2023,11,피복아크+TIG용접,Welding,2023-11-12,2023-12-17,29,48,충남산업기술교육원,041-554-0997,충남 천안시 동남구 삼룡4길 36-13,
2024,2,한국어2A,The Language Course of Korean,2024-03-10,2024-06-30,30,3,서울현대교육재단,02-2637-0316,서울 영등포구 선유로52길 13,외국인근로자 한국어교육(기초)
2024,3,말하기기초,The Language Course of Korean,2024-03-10,2024-06-30,30,3,서울현대교육재단,02-2637-0316,서울 영등포구 선유로52길 13,외국인근로자 한국어 교육(기초)
2024,4,한국어1A,The Language Course of Korean,2024-03-10,2024-06-30,130,3,서울현대교육재단,02-2637-0316,서울 영등포구 선유로52길 13,
2024,5,한국어 초급과정,The Language Course of Korean,2024-05-19,2024-08-04,100,48,대우건축토목학원,02-964-0368,서울 동대문구 하정로 36 광진빌딩 5층,한국어 초급과정
2024,6,전기실무과정 1회차,Electricity,2024-06-30,2024-08-18,50,48,유캠퍼스김기남전기정보통신학원,02-836-3543,영등포구  영신로17길3,재직 외국인근로자 직업능력개발훈련-전기실무과정
2024,1,예시 한국어 ,The Language Course of Korean,2024-02-10,2024-03-30,20,48,예시 한국어,052-714-8573,종가로345   한국산업인력공단,예시 예시
2024,1,한국어교육 1회차,The Language Course of Korean,2024-03-03,2024-05-26,32,48,안양전기공과학원,031-442-4245,경기도 군포시 산본천로 217,
2024,2,한국어교육 2회차,The Language Course of Korean,2024-03-03,2024-05-26,32,48,안양전기공과학원,031-442-4245,경기도 군포시 산본천로 217,
2024,3,한국어교육 3회차,The Language Course of Korean,2024-03-03,2024-05-26,32,48,안양전기공과학원,031-442-4245,경기도 군포시 산본천로 217,
2024,4,한국어교육 4회차,The Language Course of Korean,2024-03-03,2024-05-26,32,48,안양전기공과학원,031-442-4245,경기도 군포시 산본천로 217,
2024,5,한국어교육 1회차,The Language Course of Korean,2024-04-07,2024-07-28,22,48,동성직업전문학교,031-235-0496,경기도 수원시 팔달구 세지로 271,
2024,6,한국어교육 2회차,The Language Course of Korean,2024-05-12,2024-07-28,20,48,동성직업전문학교,031-235-0496,경기도 수원시 팔달구 세지로 271,
2024,7,용접(TIG)기초 향상,GAS TUNGSTEN ARC WELDING,2024-05-26,2024-06-30,32,48,㈜화성직업전문학교,031-234-5588,경기도 화성시 떡전골로 122(진안동),
2024,8,제과제빵,PASTRY AND BAKING,2024-06-02,2024-08-04,22,60,한선생직업전문학교,031-255-8586,"경기도 수원시 팔달구 정조로 867 (대한빌딩 3, 4층)",
2024,9,커피관리,COFFEE BARISTA TRAINING,2024-06-02,2024-08-04,22,60,한선생직업전문학교,031-255-8586,"경기도 수원시 팔달구 정조로 867 (대한빌딩 3, 4층)",
2024,10,한국어교육 5회차,The Language Course of Korean,2024-06-02,2024-08-18,27,48,안양전기공과학원,031-442-4245,경기도 군포시 산본천로 217,
2024,11,한국어교육 6회차,The Language Course of Korean,2024-06-02,2024-08-18,24,48,안양전기공과학원,031-442-4245,경기도 군포시 산본천로 217,
2024,12,전기전자 1회차,Electricity and Electronic,2024-06-09,2024-07-14,27,48,안양전기공과학원,031-442-4245,경기도 군포시 산본천로 217,
2024,13,전기전자 2회차,Electricity and Electronic,2024-06-09,2024-07-14,27,48,안양전기공과학원,031-442-4245,경기도 군포시 산본천로 217,
2024,14,지게차 1회차,Forklift Opeartion,2024-06-16,2024-07-21,22,48,㈜화성신진중장비드론전문학원,031-235-3131,경기도 화성시 마도면 화성로 696번길 57-13,
2024,15,전기실무,ELECTRICITY,2024-06-23,2024-08-04,23,48,동성직업전문학교,031-235-0496,경기도 수원시 팔달구 세지로 271,
2024,16,한식조리 (1회차),KOREAN COOKING,2024-06-23,2024-09-08,25,60,(주)한국직업전문학교,031-233-1906,경기도 수원시 팔달구 인계로140,
2024,4,2024_한국어교육_초급1(01),The Language Course of Korean,2024-03-17,2024-06-02,20,48,서정대학교,031-860-5294,경기도 양주시 은현면 서정로 27,
2024,5,2024_한국어교육_초급1(02),The Language Course of Korean,2024-03-17,2024-06-02,20,48,서정대학교,031-860-5294,경기도 양주시 은현면 서정로 27,
2024,6,2024_한국어교육_초급2,The Language Course of Korean,2024-03-17,2024-06-02,20,48,서정대학교,031-860-5294,경기도 양주시 은현면 서정로 27,
2024,7,2024_한국어교육_중급(01),The Language Course of Korean,2024-03-17,2024-06-02,20,48,서정대학교,031-860-5294,경기도 양주시 은현면 서정로 27,
2024,8,2024_한국어교육_중급(02),The Language Course of Korean,2024-03-17,2024-06-02,20,48,서정대학교,031-860-5294,경기도 양주시 은현면 서정로 27,
2024,9,2024_한국어교육_고급,The Language Course of Korean,2024-03-17,2024-06-02,20,48,서정대학교,031-860-5294,경기도 양주시 은현면 서정로 27,
2024,10,2024_한국어교육,The Language Course of Korean,2024-04-07,2024-06-23,25,48,현대중장비운전전문학원,031-953-4200,경기도 파주시 문산읍 임진나루길 253-24,
2024,11,2024_한국어교육(직장인실무한국어과정),The Language Course of Korean,2024-04-07,2024-06-30,30,48,서영대학교,031-930-9643,경기도 파주시 월롱면 서영로 170,
2024,12,2024_한국어교육_초급,The Language Course of Korean,2024-04-07,2024-06-30,22,48,한국수레평생교육원,031-926-3322,"경기도 고양시 일산동구 정발산로 11, 7층",
2024,13,2024_한국어교육_중급(01),The Language Course of Korean,2024-04-07,2024-06-30,22,48,한국수레평생교육원,031-926-3322,"경기도 고양시 일산동구 정발산로 11, 7층",
2024,14,2024_한국어교육_중급(02),The Language Course of Korean,2024-04-07,2024-06-30,20,48,한국수레평생교육원,031-926-3322,"경기도 고양시 일산동구 정발산로 11, 7층",
2024,15,지게차,Forklift Opeartion,2024-06-09,2024-07-28,25,48,현대중장비운전전문학원,031-953-4200,경기도 파주시 문산읍 임진나루길 253-24,
2024,16,제과제빵,Baking,2024-06-09,2024-08-11,30,60,경기미래직업전문학교,031-857-0777,"경기도 의정부시 신흥로 258번길 35, 3, 4층, B2층",
2024,17,커피관리,Coffee Barista Training,2024-06-09,2024-08-11,20,60,경기미래직업전문학교,031-857-0777,"경기도 의정부시 신흥로 258번길 35, 3, 4층, B2층",
2024,18,특수용접(CO2)_A반,Welding,2024-06-23,2024-08-11,30,48,서정대학교,031-860-5236,경기도 양주시 은현면 서정로 27,
2024,19,특수용접(CO2)_B반,Welding,2024-06-23,2024-08-11,30,48,서정대학교,031-860-5236,경기도 양주시 은현면 서정로 27,
2024,20,제과제빵(케이크디자인실무),Baking,2024-06-23,2024-08-25,20,60,서정대학교,031-860-5236,경기도 양주시 은현면 서정로 27,
2024,21,자동차정비,CAR MAINTENANCE,2024-06-23,2024-08-11,30,48,서정대학교,031-860-5236,경기도 양주시 은현면 서정로 27,
2024,22,전기,Electricity,2024-06-30,2024-08-25,20,48,대양전기직업전문학교,02-907-7114,"서울시 도봉구 노해로63길 51, 상아프라자 3층",
2024,1,한국어교육과정,The Language Course of Korean,2024-03-03,2024-06-16,20,48,진성직업전문학교,032-817-1355,인천광역시 남동구 문화로133번길 14,한국어교육과정
2024,2,한국어교육과정(초급1),The Language Course of Korean,2024-03-10,2024-06-02,20,48,인하직업전문학교,032-888-1655,인천광역시 미추홀구 석정로 228,한국어교육 초급1 수준
2024,3,한국어교육과정(초급2),The Language Course of Korean,2024-03-10,2024-06-02,20,48,인하직업전문학교,032-888-1655,인천광역시 미추홀구 석정로 228,한국어교육 초급2수준
2024,4,한국어교육과정(초급2_1회차),The Language Course of Korean,2024-03-17,2024-06-02,20,48,쌍용직업전문학교,032-446-8607,인천광역시 미추홀구 석바위로53번길 8,한국어교육 초급2수준
2024,5,한국어교육과정(초급2_2회차),The Language Course of Korean,2024-03-17,2024-06-02,20,48,쌍용직업전문학교,032-446-8607,인천광역시 미추홀구 석바위로53번길 8,한국어교육 초급2수준
2024,6,한국어교육과정,The Language Course of Korean,2024-03-17,2024-06-30,20,48,진성직업전문학교,032-817-1355,인천광역시 남동구 문화로133번길 14,한국어교육과정 기초&초급 수준
2024,7,한국어교육과정(초급2),The Language Course of Korean,2024-03-24,2024-06-09,20,48,(재)한국직업능력개발원,032-872-8402,인천광역시 미추홀구 경인로 433,한국어교육과정 초급2 수준
2024,8,한국어교육과정(초급),The Language Course of Korean,2024-03-24,2024-06-09,20,48,경문실용전문학교,032-512-0808,인천광역시 부평구 부평대로 283,한국어교육과정 초급1 수준
2024,9,한국어교육과정(기초),The Language Course of Korean,2024-04-07,2024-06-30,20,48,인천실용전문학교,032-506-1900,인천광역시 부평구 경원대로 1366,한국어교육과정 기초 수준
2024,10,한국어교육과정(토픽I),The Language Course of Korean,2024-04-14,2024-07-07,20,48,인천직업전문학교,032-772-1199,인천광역시 미추홀구 주안로 89,한국어교육과정 토픽I 수준
2024,11,지게차운전,FORKLIFT OPERATION,2024-05-12,2024-06-16,24,48,한국항만연수원 인천연수원,032-885-8011,인천광역시 중구 서해대로 393,지게차운전
2024,12,자동차정비,CAR MAINTENANCE,2024-06-09,2024-07-28,23,48,쌍용직업전문학교,032-446-8607,인천광역시 미추홀구 석바위로53번길 8,자동차정비
2024,13,자동차정비,CAR MAINTENANCE,2024-06-09,2024-07-28,23,48,쌍용직업전문학교,032-446-8607,인천광역시 미추홀구 석바위로53번길 8,자동차정비
2024,14,자동차정비,CAR MAINTENANCE,2024-06-09,2024-07-28,23,48,쌍용직업전문학교,032-446-8607,인천광역시 미추홀구 석바위로53번길 8,자동차정비
2024,15,기계절삭가공,MACHINERY CUTTING AND MANUFACTURING,2024-06-23,2024-07-28,24,48,진성직업전문학교,032-817-1355,인천광역시 남동구 문화로133번길 14,기계절삭가공
2024,16,제과제빵,CONFECTIONERY AND BAKERY,2024-06-23,2024-08-11,20,60,간석제과제빵학원,032-438-0045,인천광역시 남동구 남동대로 906,제과제빵
2024,17,헤어미용,HAIR BEAUTY,2024-07-07,2024-09-01,20,60,인하직업전문학교,032-888-1655,인천광역시 미추홀구 석정로 228,헤어미용
2024,18,용접(기초용접실무),WELDING,2024-07-07,2024-09-08,20,60,(재)한국직업능력개발원,032-872-8402,인천광역시 미추홀구 경인로 433,용접(기초용접실무)
2024,19,바리스타,BARISTA,2024-07-07,2024-09-08,20,60,인천실용전문학교,032-506-1900,인천광역시 부평구 경원대로 1366,바리스타
2024,1,2024_한국어교육_제1기(0225),The Language Course of Korean,2024-02-25,2024-05-19,31,48,ICT폴리텍대학,031-760-3323,경기도 광주시 순암로 16-26 ,
2024,2,2024_한국어교육_제2기(0310),The Language Course of Korean,2024-03-10,2024-06-02,30,48,ICT폴리텍대학,031-760-3323,경기도 광주시 순암로 16-26 ,
2024,3,2024_한국어교육_제3기(0407),The Language Course of Korean,2024-04-07,2024-06-30,35,48,ICT폴리텍대학,031-760-3323,경기도 광주시 순암로 16-26 ,
2024,4,2024_한국어교육_제4기(0421),The Language Course of Korean,2024-04-21,2024-07-14,35,48,ICT폴리텍대학,031-760-3323,경기도 광주시 순암로 16-26 ,
2024,5,재직 외국인근로자 중장비운전 (지게차)-1회차,CAR MAINTENANCE,2024-05-19,2024-07-07,30,48,그린직업전문학교,031-797-5004,광주시 광남안로 227-1,
2024,7,재직 외국인근로자 중장비운전 (굴착기)-1회차,EXCAVATOR OPERATION,2024-05-26,2024-07-14,35,48,그린직업전문학교,031-797-5004,경기도 광주시 광남안로 277-1,
2024,8,외국인근로자 한국어토픽 대비반(한국어5기),The Language Course of Korean,2024-05-26,2024-08-18,30,48,ICT폴리텍대학,031-760-3323,경기도 광주시 순암로 16-26 ,
2024,9,외국인근로자 한국어토픽 대비반(한국어6기),The Language Course of Korean,2024-06-09,2024-09-01,30,48,ICT폴리텍대학,031-760-3323,경기도 광주시 순암로 16-26 ,
2024,10,자동차정비-1회차,CAR MAINTENANCE,2024-06-09,2024-08-11,35,60,그린직업전문학교,031-797-5004,경기도 광주시 광남안로 277-1,
2024,11,2024_귀국예정자_커피바리스타_1회차,BARISTA,2024-06-23,2024-08-25,35,60,성남제과조리커피직업전문학교,031-705-0420,경기도 성남시 분당구 성남대로 926번길 12 금탑프라자 2층,
2024,2,한국어교육[영진 1차],The Language Course of Korean,2024-02-25,2024-06-16,40,48,영진직업전문학교,055-338-8732,김해시 김해대로 2400번길 88,
2024,3,한국어교육[아성 1반(오전)],The Language Course of Korean,2024-03-03,2024-06-23,40,48,아성직업전문학교,055-335-2735,김해시 함박로 121 주상가 3층,
2024,4,한국어교육[아성 2반(오후)],The Language Course of Korean,2024-03-03,2024-06-23,40,48,아성직업전문학교,055-335-2735,김해시 함박로 121 주상가 3층,
2024,5,한국어교육[새동아 1반],The Language Course of Korean,2024-03-03,2024-06-23,25,48,새동아직업전문학교,051-294-2001,부산 사하구 하신중앙로 323,
2024,6,한국어교육[새동아 2차],The Language Course of Korean,2024-03-03,2024-06-23,30,48,새동아직업전문학교,051-294-2001,부산 사하구 하신중앙로 323,
2024,7,한국어교육[그린자동차 1차],The Language Course of Korean,2024-03-17,2024-06-30,25,48,그린자동차직업전문학교,051-303-7007,부산 사상구 사상로 417번길 51,
2024,8,한국어교육[동의과학대 1차],The Language Course of Korean,2024-03-17,2024-06-30,30,48,동의과학대학교,051-860-3240,부산 양지로 54,
2024,9,한국어교육[영진 2차],The Language Course of Korean,2024-03-10,2024-06-23,25,48,영진직업전문학교,055-338-8732,김해시 김해대로 2400번길 88,
2024,10,한국어교육[그린자동차 2차],The Language Course of Korean,2024-04-14,2024-06-30,30,48,그린자동차직업전문학교,051-303-7007,부산 사상구 사상로 417번길 51,
2024,11,한국어교육[동의과학대 2차],The Language Course of Korean,2024-04-21,2024-07-07,25,48,동의과학대학교,051-860-3240,부산 양지로 54,
2024,12,2024 재직자 아성직교 전기용접,Welding,2024-06-09,2024-07-14,25,48,아성직업전문학교,055-321-4567,"경남 김해시 전하로 304번길 19, 중앙상가 301호(별관) ",
2024,13,2024 재직자 영진직교 용접(Co2),Welding,2024-05-19,2024-07-07,30,48,영진직업전문학교,055-338-9060,경남 김해시 김해대로 2400번길 88 (본관) ,
2024,14,2024 취창업 영진직교 용접(Co2),Welding,2024-05-19,2024-07-21,25,60,영진직업전문학교,055-338-9060,경남 김해시 김해대로 2400번길 88(본관),
2024,15,2024 재직자 새동아직교 지게차운전 1,Forklift Operation,2024-06-30,2024-08-18,22,48,새동아직업전문학교,051-294-2001,"부산시 강서구 명지동 172-1,3,5",
2024,1,한국어교육 과정,The Language Course of Korean,2024-03-10,2024-06-30,24,48,대구FKTU인적자원전문학교,053-475-9000,"대구광역시 달서구 조암로 13 DTI빌딩 3,5층",토픽Ⅱ 3급 수준 - 한국어교육과정
2024,2,한국어교육 과정,The Language Course of Korean,2024-03-17,2024-06-30,24,48,영천제일중장비학원,054-338-8259,영천시 영천고1길 75 우성상가(실습장:영청시 주남1길37),교재-30일에 한글 떼기외1권-이지교육 골든벨
2024,3,한국어교육 과정,The Language Course of Korean,2024-03-31,2024-07-14,24,48,영남이공대학교,053-650-9521,대구광역시 남구 현충로 170 영남이공대학교 행복기숙사 1층 세미나실,영남이공대-한 국 어 교 육 과 정
2024,4,한국어교육 과정,The Language Course of Korean,2024-04-07,2024-07-28,24,48,한결직업전문학교,053-263-3311,대구광역시 서구 달구벌대로 1669,한국어과정
2024,5,한국어교육 과정,The Language Course of Korean,2024-04-14,2024-06-30,24,48,영남기술교육원,053-427-3350,대구광역시 달서구 달구벌대로 251안길 11 4층,한국어과정
2024,6,지게차운전,Forklift Operation,2024-06-23,2024-07-28,30,48,한결직업전문학원,053-263-3311,대구광역시 달성군 하빈면 하빈남로 504-3,
2024,7,커피관리,Coffee Barista Training,2024-06-23,2024-09-01,21,60,대구FKTU인적자원전문학교,053-475-9000,대구시 달서구 조암로 13 5층(501홓),
2024,8,한국어교육 과정,The Language Course of Korean,2024-07-07,2024-09-29,36,48,"	영천제일중장비학원",054-338-8259,영천시 영천고1길 75 우성상가(실습장:영청시 주남1길37),교재-30일에 한글 떼기외1권-이지교육 골든벨
2024,9,한국어교육과정,The Language Course of Korean,2024-07-21,2024-10-06,35,48,영남이공대학교,053-650-9521,대구광역시 남구 현충로 170 영남이공대학교 행복기숙사 1층 세미나실,
